metric,popularity,hybrid,absolute_lift,relative_lift
precision_at_10,0.004600000000000001,0.005,0.0003999999999999993,0.08695652173913027
recall_at_10,0.046,0.05,0.0040000000000000036,0.08695652173913052
hit_rate_at_10,0.046,0.05,0.0040000000000000036,0.08695652173913052
map_at_10,0.018742857142857144,0.018712698412698413,-3.0158730158730968e-05,-0.0016090785907859509
ndcg_at_10,0.0249642355522877,0.025988857427508835,0.001024621875221135,0.04104359106350603
